"var1","var2","cor"
"sec2","ic22",0.0946576091014212
"hvp1","hhd8",0.0946574656621237
"hc3","hhp2",0.0946538186912999
"anc9","hhd9",0.0946444520535306
"hc5","hur1",0.0946430120545193
"ic15","dw7",0.0946426888392818
"occ1","chil3",0.0946349411521345
"oedc3","tpe2",0.0946345519682867
"ramnt.17","hv1",0.0946329861812899
"ramnt.8","wealth2",0.0946278197765837
"agec6","pop90c1",0.0946264032309907
"oedc4","hhd1",0.0946260244606354
"rdate.4","hhd11",0.0946211141529115
"anc12","ic18",0.0946180415853019
"occ11","solp3",0.0946070040007484
"timelag","ramnt.21",0.0946054958733427
"hc10","lsc2",0.0945984287531453
"rdate.6","afc6",0.0945954275942592
"ramnt.6","ec8",0.0945686248078713
"ramnt.17","hvp1",0.0945656588951351
"vc3","wealth1",0.0945641893732997
"hc19","pop90c2",0.094550432499771
"eth11","malevet",0.0945470647310204
"eic10","hhd11",0.0945448761121827
"tpe5","dw2",0.0945411430538826
"ramnt.3","occ1",0.094537850030699
"anc15","hv2",0.094532812877939
"oedc1","rhp1",0.0945305458905744
"afc4","lfc10",0.0945284069475673
"ramnt.5","vc1",0.0945250283226946
"eic8","dw3",0.0945234895187759
"hc6","occ3",0.0945214478116213
"occ4","pop90c4",0.0945182974328312
"chilc2","age905",0.0945103472371763
"tpe6","hur1",0.0945099483436528
"oedc2","occ4",0.0945032427833409
"anc6","agec1",0.0944998668478009
"hc19","vc3",0.0944983237761742
"hc18","ethc5",0.0944968501819519
"agec1","eth4",0.0944953856763827
"lfc10","eth16",0.094492017593962
"afc4","tpe5",0.0944908583320404
"ic7","ethc5",0.0944905985693886
"hc3","chilc1",0.0944798289814502
"ic23","pop90c2",0.0944726477843986
"hc6","ic13",0.0944718949158254
"pobc1","ec6",0.0944703443133347
"eic1","hhd8",0.0944701212835918
"rdate.17","rdate.9",0.0944692517761287
"eic9","hhd4",0.0944690782664652
"afc5","eic13",0.0944682913382962
"hc19","eth7",0.0944492343741878
"ramnt.11","ic20",0.0944416076161991
"lsc2","hv4",0.0944371599481627
"hhn3","malemili",0.094433724010635
"hc17","dw2",0.0944335724562888
"hc21","anc7",0.0944301094431633
"hu4","eth6",0.0944254339057792
"hc9","eth7",0.094419529030947
"rdate.23","rdate.17",0.0944183784288824
"eic12","eic1",0.0944150187572055
"eic6","dw1",0.094414821898208
"ic11","rhp4",0.0944070070945402
"rdate.10","rdate.3",0.0944063051292656
"pobc1","pop901",0.0943969892953703
"hhn4","eth6",0.0943943755097469
"rdate.6","ic19",0.0943938619276109
"anc15","hv1",0.0943884160221047
"ethc6","hu5",0.0943872252742015
"hc19","eth2",0.0943684465403017
"occ11","eth10",0.0943636247385329
"ec3","chil2",0.0943508680740959
"adate.10","anc12",0.0943475080569987
"hc11","ec2",0.0943467108309918
"ic16","eth13",0.0943434651791413
"hc16","eth9",0.0943386504791286
"lastdate","ngiftall",0.0943384951430902
"hc12","anc6",0.0943346955704461
"ramnt.13","ic21",0.0943324635638276
"hc6","agec5",0.0943243507676805
"dma","adi",0.0943208285177971
"anc13","ic19",0.09431196042046
"occ11","agec3",0.0943108220708868
"ramnt.11","ec8",0.0943107886890617
"anc6","hhn6",0.0943072228218539
"hc21","pobc2",0.0942970987939288
"eth10","geocode",0.0942942635696466
"ic6","hhn2",0.0942940391188275
"ramnt.12","ic2",0.0942860553649158
"tpe7","eth4",0.0942856853354825
"hc8","malemili",0.0942841034645937
"oedc1","ic23",0.0942817333434233
"eic7","eth6",0.094279993355556
"lfc6","hv4",0.094268148771671
"controln","ic16",0.0942558232303502
"ec3","eic5",0.094254923881628
"anc12","pop90c2",0.094254786458532
"dw7","age903",0.0942517414277986
"anc3","hu5",0.0942501045690939
"ac2","ethc2",0.0942457196977691
"ramnt.3","occ7",0.0942440495465074
"pobc2","eth11",0.094242053024433
"ramnt.20","hv1",0.0942411630472362
"occ3","ic5",0.0942322776018928
"ramnt.4","rp2",0.0942296323444075
"sec5","wwiivets",0.0942247292704907
"tpe12","hu5",0.0942063683010506
"avggift","hvp3",0.0942048281452638
"ramnt.14","hvp4",0.094201963096059
"eth2","pop90c1",0.0941943960557507
"hv4","dw3",0.0941867695798224
"chilc3","agec7",0.0941841532288737
"ic11","chil2",0.0941769399500887
"ramnt.21","ic21",0.0941755903217248
"ramnt.9","numprm12",0.0941716870238619
"ramnt.24","wealth1",0.094168812661203
"anc8","occ10",0.0941686435517952
"stategov","vietvets",0.094168051030947
"sec4","eic16",0.0941612913354312
"tpe9","chilc1",0.0941563125598285
"dw8","marr4",0.0941559154173175
"hu4","marr2",0.0941536722779233
"adi","agec6",0.0941463626093725
"ec3","hhd5",0.0941441519018999
"rdate.3","hvp3",0.094140029394866
"anc14","hhn5",0.0941395665416841
"hupa2","solp3",0.0941389329734868
"hvp1","ethc6",0.0941359731124449
"hc17","tpe5",0.0941342518097567
"hhas3","eth4",0.0941306075109572
"hc5","cluster",0.0941283721740978
"hhp1","pop90c5",0.0941279002297554
"maxrdate","ramnt.16",0.0941263607972117
"anc15","sec4",0.0941180290471552
"hhp2","chilc1",0.0941146762678995
"occ7","hhas3",0.094108257794128
"lfc6","age902",0.0941006551907349
"oedc2","chil2",0.0941002040461468
"hc4","afc1",0.0940995744362526
"hc12","hhd10",0.0940932477722542
"anc10","ethc2",0.0940890564286128
"anc4","eth6",0.0940745890525149
"hc4","hu5",0.0940717703818785
"eic4","lfc7",0.0940679589080906
"hv3","chilc2",0.094043627059241
"ic23","chilc4",0.0940422935401096
"mc1","eth11",0.0940416907391289
"hhas1","dw8",0.094033844313228
"occ2","dw4",0.0940188077993729
"agec2","pop90c2",0.0940136833788008
"ic14","pop90c2",0.0940133054460192
"ramnt.4","rdate.6",0.0939973282761399
"ec4","oedc2",0.0939945652660414
"ramnt.24","hvp2",0.0939804697508178
"ramnt.13","hv4",0.0939720257688565
"ramnt.19","numprom",0.0939718629478173
"hc14","dw1",0.0939706390418408
"eic1","eth10",0.0939637356120439
"hc18","sec2",0.0939587586019986
"afc4","tpe9",0.0939553627114301
"ic18","hu2",0.093954778219157
"ic9","dw3",0.093952384187093
"hc9","rhp1",0.0939490075425729
"hupa4","eth16",0.0939457540837202
"pec1","hvp1",0.0939270542890158
"anc4","oedc7",0.0939249013532545
"ic8","hvp5",0.0939229326042307
"lsc4","hu2",0.0939217842078248
"eic3","ic6",0.0939161685894342
"eic8","hu3",0.0939087487689338
"tpe11","eth14",0.093904664801272
"sec4","tpe3",0.0939033828990331
"hc6","afc2",0.0939019016394709
"eic2","hvp2",0.0938936851835719
"lfc8","dw1",0.0938898526275575
"hv4","agec6",0.0938860408324094
"eth6","pop90c2",0.0938854107970043
"nextdate","hhage1",0.0938795647221979
"cluster2","ramnt.7",0.0938725426711286
"tpe4","ic9",0.0938681396007225
"chil3","geocode",0.0938639213254276
"tpe8","malevet",0.0938501616083142
"lfc7","hhage1",0.0938498907844413
"ec7","dw3",0.0938477774389663
"ic13","dma",0.0938457717634878
"mhuc2","hhd1",0.0938431038072168
"anc4","vc4",0.0938403911310971
"hc3","pec2",0.0938335917249536
"occ2","ic9",0.0938265719799829
"eic7","localgov",0.0938242172159148
"ramnt.22","hvp1",0.0938196048357798
"lfc8","agec7",0.0938186669132036
"oedc1","chil3",0.0938115058166587
"anc14","hhage2",0.0938013460975227
"ramnt.11","ic11",0.0938010187961052
"ac1","rhp4",0.0937680264950314
"adate.8","adate.7",0.0937666051303286
"ic9","dw6",0.093763592303236
"sec2","eth3",0.0937627128497943
"occ13","hu2",0.0937616203186862
"hc10","occ3",0.0937572303804314
"hc11","eth11",0.0937559733380564
"anc14","eic15",0.093745732764913
"hphone.d","ramnt.3",0.0937437646670867
"eic11","eic7",0.0937378544089045
"hupa2","dw9",0.0937344934160333
"ramnt.13","wealth1",0.0937309824067831
"adate.14","adate.3",0.0937254207742239
"hupa7","hhd3",0.0937251022188298
"hc18","tpe2",0.0937212131970044
"hvp4","eth1",0.0937209571052986
"oedc7","hv4",0.0937149385306573
"marr2","age902",0.0937125234312854
"hhp1","fedgov",0.093711057843527
"hc7","lsc2",0.0937057621072694
"mc1","ic8",0.0936905050324267
"ramnt.3","eic13",0.0936902080132242
"oedc7","eth1",0.0936878053297181
"ramnt.17","wealth2",0.0936850285338117
"lsc3","geocode",0.0936844862194349
"hhas4","eth6",0.0936793540456172
"eic6","pop90c4",0.0936768218629805
"sec3","hv1",0.0936765228954219
"hur2","pop903",0.0936756622366239
"ic23","chilc5",0.0936680066017657
"ec8","mc2",0.0936624781034941
"ic18","hhn2",0.0936412630248052
"ramnt.3","ec7",0.0936368889403971
"hu4","agec1",0.0936294820321159
"eic11","chilc1",0.0936271507419909
"mc3","eth4",0.0936260981589955
"hc3","hhn3",0.0936252498078003
"chilc2","pop90c3",0.0936221111362933
"rp3","hhp2",0.0936128034002033
"tpe1","eth3",0.0936109945109417
"hc18","ic13",0.0936033274937445
"timelag","ramnt.10",0.0935978954678863
"lfc9","hupa7",0.0935965410472259
"eic1","age902",0.0935934700208284
"hhage2","fedgov",0.0935673696168702
"lfc6","chilc1",0.0935662077279167
"sec4","localgov",0.0935642240481055
"mc1","ic3",0.0935631482040141
"rhp3","malevet",0.0935591092597684
"oedc7","hupa6",0.093558565168529
"anc10","age906",0.0935577065109144
"ramnt.12","ic4",0.0935575450712895
"ec8","pop90c2",0.0935568005043337
"controln","eth3",0.093556657940878
"dw5","localgov",0.0935489011238231
"ec7","hhd10",0.0935413202333165
"rdate.4","hhn4",0.0935404898130235
"rdate.6","ic3",0.0935397943705497
"ramnt.3","rdate.13",0.0935388746889515
"hc8","localgov",0.0935371024989653
"avggift","hvp2",0.0935364995120101
"ic10","eth3",0.0935339265560206
"rdate.4","ic9",0.0935322451584026
"rdate.6","anc4",0.0935306249304382
"eic7","pec2",0.0935278108917826
"ec1","pop90c2",0.0935259047725275
"anc5","hupa3",0.0935226260278634
"anc6","ethc1",0.0935206942392755
"hc19","lfc8",0.0935174098494391
"age905","pop90c3",0.0935140563148395
"afc4","hhd11",0.0934974299898994
"cardgift","solp3",0.0934941047264013
"oedc7","dw5",0.0934882791747381
"mc2","hu4",0.0934866090255627
"oedc7","hhd7",0.0934858782962849
"ethc5","age905",0.0934840680677812
"vc4","hhn4",0.09348125735249
"anc9","oedc5",0.0934705678855046
"hhd8","hhd6",0.0934601125256708
"dw9","dw6",0.0934569983193225
"lfc1","malemili",0.0934551244589872
"tpe1","hhd12",0.0934450511435951
"tpe4","rp2",0.093439679037863
"pec1","hvp5",0.0934299289983987
"hupa2","pop90c2",0.0934270048045246
"ramnt.12","ic3",0.0934267551533321
"tpe4","ic3",0.0934235372709352
"ec6","hu1",0.0934172856765872
"rdate.5","eic12",0.0934140278349421
"ramnt.6","hhd12",0.0934106399339745
"occ5","tpe5",0.0934104779515416
"lsc1","occ6",0.093408880761761
"hc13","hupa7",0.093408501975166
"dw3","solp3",0.0933998531212051
"ic23","age906",0.0933996347068316
"tpe4","hvp3",0.0933963980056015
"eic5","wwiivets",0.0933920821729932
"anc6","dw4",0.0933805322606073
"dw8","dw6",0.0933783107295168
"hupa4","rhp1",0.0933673903876716
"ic12","age902",0.0933464569367075
"afc1","ec6",0.0933437061186482
"ramnt.23","hvp4",0.0933422210377731
"hc13","anc12",0.0933334005991439
"rhp4","hhd12",0.0933330629357584
"ramnt.15","ic12",0.0933325060186398
"eic11","ethc3",0.0933308572891937
"hv3","eth3",0.0933220153864843
"ngiftall","adate.9",0.0933140882669971
"tpe8","vietvets",0.093312003054281
"eic7","msa",0.0933090473847518
"ic2","chilc5",0.0932945578911952
"anc4","eth11",0.0932931325843341
"tpe12","hu4",0.093290121326006
"ic15","eth10",0.0932884939608991
"eic14","occ2",0.0932825984994974
"anc8","hhd11",0.0932821665616154
"oedc6","eth1",0.0932811032108267
"hc12","hhn3",0.093277665151249
"ec6","eth8",0.0932763052428106
"oedc3","agec6",0.0932744340316534
"anc15","pop90c1",0.0932727767658259
"adi","wealth1",0.0932697985612746
"hu1","wwiivets",0.0932668372355771
"numprom","adate.13",0.0932540470807347
"cluster2","rdate.6",0.0932461160352961
"lfc9","age902",0.0932365579698711
"hu4","hv2",0.0932313464606263
"rdate.5","oedc4",0.0932212512992787
"ramnt.22","wealth2",0.0932193017166766
"ramnt.15","ec7",0.0932135543996296
"rp2","hupa5",0.0932123997794181
"rhp2","ethc4",0.0932115947437823
"mc1","eth13",0.0932034678571791
"hu3","eth6",0.0932007013811581
"occ10","mc1",0.0931882943209697
"agec4","dob",0.0931844325475333
"ic5","pubnewfn",0.0931805275520854
"dw4","age902",0.0931722494603875
"hc18","pop90c2",0.0931718377785559
"ramnt.16","ic5",0.0931702672609036
"eic16","hvp2",0.0931686902348279
"dw3","pop90c5",0.0931631085173579
"ic5","agec6",0.0931613964451723
"occ10","stategov",0.093152451475297
"vc2","hupa1",0.0931490279669411
"voc1","eic5",0.0931453440085788
"tpe12","tpe1",0.0931186168854472
"cluster2","tpe9",0.0931028998622788
"occ5","eth16",0.0931018253059143
"anc6","occ13",0.0930931383736459
"eic11","tpe2",0.0930866487826214
"ic2","eth9",0.0930861939250688
"hu4","eth9",0.0930833040071018
"ramnt.4","ic6",0.0930721411386413
"hc12","eth16",0.0930644703088198
"ramnt.21","cardpm12",0.0930619557514543
"hu2","pop903",0.0930583140809928
"eth9","malevet",0.0930514683394764
"adate.10","cluster",0.0930500948409695
"ethc3","marr2",0.0930482018703189
"chilc3","localgov",0.0930458015094297
"anc6","wealth2",0.0930403926358841
"anc8","malevet",0.0930334641745979
"hc3","tpe8",0.0930316062166675
"ramnt.22","hvp6",0.0930310403287176
"ec1","eth7",0.09302219533064
"hc12","hc8",0.093021312500959
"occ2","lfc8",0.093019241728555
"pec2","hhas1",0.093016461108766
"vc1","occ2",0.0930136177177352
"mc3","eth10",0.0930075994555064
"occ9","eth8",0.0930055034788747
"hc17","anc5",0.0930028703531482
"hc5","ethc4",0.0929893058638098
"ec5","wwiivets",0.0929815066533467
"hur2","ethc6",0.0929799575477804
"anc4","lfc2",0.0929786183003683
"tpe12","hhas2",0.0929731299988854
"sec1","age902",0.092970785915886
"dw6","vietvets",0.0929654881673193
"occ11","pec2",0.0929570307603281
"lfc1","hhn6",0.0929561243574032
"hv4","eth3",0.0929536063051129
"pec2","wwiivets",0.0929527457319629
"oedc5","ic5",0.0929486318658022
"eic4","occ7",0.092945280826287
"occ9","dw2",0.092937069944234
"anc7","hhage2",0.0929352457294915
"ramnt.8","ec8",0.0929048195323495
"afc4","rp3",0.0929024192354359
"hv1","dw3",0.0929016211305569
"hupa2","localgov",0.0928983113148069
"rdate.3","eth10",0.0928893016796016
"hc19","dw1",0.0928876505744833
"voc2","eth16",0.0928813317181892
"controln","sec2",0.0928806140112226
"pobc1","ic18",0.0928696253256834
"eic5","tpe3",0.0928682490196407
"anc2","age907",0.0928583811340083
"hv2","chil1",0.0928568518907294
"eic6","dw2",0.0928557770023614
"ethc3","eth8",0.0928526090290366
"oedc3","hhd11",0.0928377459216023
"mc2","hv1",0.0928372946406628
"oedc2","hvp4",0.0928325837522484
"cluster2","dw7",0.0928311826790599
"ic8","hhd5",0.0928205941041797
"ramnt.3","ac1",0.092818070903066
"hc17","ic14",0.0928041866459601
"eic2","hupa3",0.0928029027320353
"hc17","voc1",0.0928010825895782
"rhp3","malemili",0.0927986322303913
"ramnt.24","income",0.092798261618988
"hc12","sec3",0.0927925685972679
"tpe4","hhn5",0.0927920160357763
"vc4","hvp4",0.0927881933702586
"occ9","hhd4",0.0927819855437945
"adate.3","solp3",0.0927764296308162
"pobc1","lfc10",0.0927735766474946
"hc17","ic16",0.0927595926351624
"eic5","pec2",0.0927552653315804
"anc3","eic2",0.0927258030236292
"ramnt.4","rp3",0.0927228830865588
"ic12","dw4",0.0927226857412006
"anc12","tpe3",0.092715269543946
"anc14","oedc6",0.0927150876827318
"rdate.4","dw7",0.0927131636346986
"ramnt.7","hvp6",0.0927086181237979
"lsc4","vietvets",0.092700150933094
"occ7","occ2",0.0926925046945027
"agec2","dob",0.09268903988947
"rdate.3","lfc6",0.0926857329408583
"hc6","occ6",0.0926852952880843
"mhuc1","chilc2",0.0926850731880071
"lsc3","marr3",0.0926809837650112
"eic7","agec6",0.0926777315363622
"ramnt.4","lfc1",0.0926767089565152
"lfc10","hvp1",0.0926693882307778
"nextdate","hhas1",0.0926612401253108
"mc2","hhas2",0.0926604962613101
"ramnt.7","hvp3",0.0926469126608896
"eic13","ic3",0.092644424322452
"hc5","ec4",0.0926401271391408
"occ11","marr2",0.0926311998695582
"eic2","marr1",0.0926282522815311
"hhage2","eth10",0.0926225824671142
"anc3","tpe3",0.0926197507051567
"hc4","anc7",0.0926120749497961
"ic17","hu5",0.0926102865879295
"ic21","hhn6",0.0926096742827959
"ec3","wwiivets",0.0926028711544582
"lsc1","occ2",0.0925965519875258
"rdate.3","hhp2",0.0925960355972434
"lfc9","ic22",0.0925944253500505
"vc2","ethc3",0.0925882637981482
"mhuc2","mc2",0.0925879022459901
"ramnt.17","hvp2",0.0925845451272679
"mhuc1","hc1",0.0925759293861988
"age903","income",0.0925718358282183
"ec7","tpe10",0.0925646229666488
"tpe9","ic12",0.0925639031356404
"sec2","tpe5",0.0925636334350293
"rhp4","hhd11",0.0925625850039606
"anc4","occ7",0.0925574290558184
"hc14","marr2",0.0925463988220391
"rhp2","dw8",0.0925427402680053
"hc19","anc6",0.0925416854070008
"tpe13","mc3",0.0925217277421438
"chil2","pop90c2",0.0925184962494288
"mc1","hhn4",0.0925081690207903
"afc4","solp3",0.0925050583529273
"hc11","eth9",0.0924973474797725
"ethc3","odatedw",0.0924901904830249
"hhage1","pop90c1",0.0924844417786151
"ethc1","dob",0.0924810258296854
"mhuc2","hc16",0.0924737783324932
"voc2","cluster",0.0924688019112317
"ramnt.20","income",0.0924640445206285
"hc21","anc6",0.0924591726958351
"hc14","chil2",0.092450128187983
"afc4","pop90c3",0.0924499470584119
"lsc1","age907",0.0924451553286679
"ramnt.14","hv3",0.0924417748453979
"rdate.6","anc12",0.0924398387781022
"eic15","agec7",0.0924386349500243
"dw3","agec7",0.0924261020404422
"hc7","occ6",0.0924212209171059
"vc3","pop90c2",0.0924101819954513
"hc20","vc4",0.0924084780877026
"adi","hhn5",0.0924060218512944
"rhp3","eth6",0.0923979648481181
"occ2","chilc1",0.0923948524576427
"ramnt.22","hvp3",0.0923941632313374
"ramnt.11","hv3",0.0923931767924222
"hhd9","fedgov",0.0923816085507476
"oedc7","hhd12",0.0923777162241413
"eth8","wealth2",0.0923756307533031
"mc3","ic15",0.0923754276130862
"lsc3","hhage1",0.0923702630759338
"vc3","eic4",0.0923651048973563
"hvp5","age907",0.0923625022342411
"hc4","hupa7",0.0923394934093748
"vc4","ec7",0.0923379290550761
"ramnt.21","hvp4",0.0923378608658135
"sec4","eth1",0.092335340781272
"sec3","ic18",0.092329104421915
"hc6","ic18",0.0923256661066462
"hvp3","marr2",0.0923039137101227
"hc1","tpe7",0.0922968962956488
"controln","hhd10",0.0922937805520544
"ethc4","stategov",0.0922929672295294
"hc1","lfc4",0.0922849232572383
"lfc9","lfc6",0.0922828570245083
"anc4","hhd5",0.092280626371053
"tpe13","chil3",0.0922772003895976
"rdate.5","income",0.0922750334408356
"hhd9","hhd5",0.092273651125584
"income","odatedw",0.09227112985976
"oedc7","occ5",0.0922685791611995
"hupa4","eth6",0.09226370290809
"mc1","eth9",0.092260548655967
"hc18","hhage2",0.092240894879917
"rdate.4","occ12",0.0922403002354806
"eth6","eth1",0.0922328310710856
"ramnt.11","ic23",0.0922300180135153
"ramnt.4","occ12",0.0922255669137243
"eic5","chil2",0.0922251142903746
"eic16","ic12",0.0922166476427716
"hc5","chil3",0.0922159220012271
"ic7","agec2",0.0922152852950911
"hhage2","eth5",0.0922148264004491
"afc2","ec2",0.0922106225964961
"occ10","hu2",0.0922096840109904
"rhp4","eth3",0.0922072363228362
"ac1","hc10",0.0922014005298147
"eic4","agec1",0.0921804734017751
"tpe13","eth11",0.0921634013390743
"lfc7","hhas1",0.0921604245982361
"cluster2","rdate.4",0.0921572669428993
"ec8","ethc6",0.0921430010807844
"datasrce","income",0.0921370511030338
"tpe5","ic15",0.0921273346051611
"adate.13","adate.8",0.0921245888997222
"occ11","chilc3",0.09212030348575
"eic16","ic22",0.0921177603679848
"minrdate","adate.11",0.0921139128990146
"oedc3","rhp4",0.0921069712722254
"ramnt.24","hvp3",0.0920850943140217
"dw3","chilc2",0.0920836231361508
"ramnt.13","ic12",0.0920817452109525
"hu5","eth11",0.0920808242337259
"lsc3","ic8",0.0920807917714142
"tpe5","ic14",0.0920634489734274
"ramnt.15","income",0.0920633401126248
"eic8","adi",0.0920596320755778
"ramnt.16","rdate.6",0.0920386430796158
"anc9","ethc6",0.0920301865166546
"hv1","chil1",0.092029436444228
"pec1","eth16",0.0920136112594887
"ramnt.8","ic1",0.092008300315461
"tpe7","hv3",0.0920079231893595
"ic13","rhp3",0.0920021703781222
"pobc1","tpe8",0.0919931452638128
"occ3","lfc10",0.0919920667486156
"hupa1","dw7",0.0919890193963163
"anc14","hhas1",0.0919822598092947
"anc6","ic6",0.091977850453766
"occ3","tpe9",0.0919768829641687
"hhd6","chilc2",0.091968419530971
"sec1","mc3",0.0919575284501955
"ec5","ic13",0.0919572778280794
"voc2","pop90c2",0.0919566309044195
"ramnt.4","ic18",0.0919477778482111
"rdate.4","dw8",0.0919420672876147
"hvp2","hu4",0.091939310507525
"sec5","ic23",0.0919301951832711
"occ9","solp3",0.0919292377624246
"ramnt.4","rdate.19",0.091926675910887
"hc14","ic19",0.0919192567150607
"chilc4","localgov",0.0919171684162679
"dma","eth14",0.0919147644732718
"lsc4","hhn3",0.0919126909739194
"mhuc1","hc18",0.0919100934825818
"hc8","afc6",0.0919090590084885
"pubnewfn","mbgarden",0.0919077072929647
"fistdate","income",0.0919000667155798
"dw8","chil3",0.0918966264874463
"eic6","lfc6",0.0918942535861939
"tpe10","dw7",0.0918910196137739
"eic7","income",0.0918905814048135
"chil1","eth14",0.091889379603421
"ramnt.24","wealth2",0.0918878734738542
"chil1","eth1",0.0918777703733908
"lfc4","dw9",0.0918759593698523
"hc16","income",0.0918733312866491
"eic7","ethc6",0.0918655370477125
"afc1","tpe7",0.091864569749903
"ramnt.21","ic12",0.0918601061463274
"anc2","stategov",0.0918595240286492
"hc2","anc13",0.0918551443404651
"eic15","lfc10",0.0918510900048282
"hhd12","eth9",0.0918474516578959
"ic9","cluster",0.0918368092452644
"hhn3","eth2",0.0918255218654666
"dw6","eth14",0.09181030171054
"oedc2","ic3",0.091809129985672
"hc13","agec4",0.0918076911884346
"eic10","ic10",0.0918043920603465
"eic6","occ10",0.0917833941712704
"vc4","occ4",0.0917787741034714
"pobc1","anc3",0.0917729059380525
"occ4","lfc3",0.091769367613525
"adi","agec2",0.0917541867326654
"ec5","hhd9",0.0917517643371301
"pobc1","pop90c4",0.0917448363712094
"rdate.4","anc4",0.0917425218331276
"anc10","rp1",0.0917357324330788
"hc21","eth6",0.0917346463404156
"lastgift","ic5",0.0917308351085559
"dma","localgov",0.0917291931288171
"lfc1","ic22",0.0917211476982951
"ramnt.13","ec7",0.0917210622556044
"lfc5","hur1",0.0917192233658276
"ic3","dob",0.0917131778490684
"ic23","wwiivets",0.0917098412050946
"msa","hu5",0.0917085998501459
"tpe9","hhd8",0.0917083135397735
"anc12","occ9",0.0917077393520652
"pec1","pop90c3",0.0917065099272047
"eic12","dw1",0.0917009847060724
"anc15","hvp4",0.0916973669092733
"eth15","cluster",0.0916964814787462
"sec3","occ12",0.0916899604552281
"lsc2","hhd10",0.0916828211685743
"tpe7","rhp2",0.091675324455192
"chilc2","cluster",0.0916677935746884
"occ13","agec3",0.0916660541282352
"hhn5","dob",0.0916586887535682
"rdate.3","magfem",0.0916460565905804
"pec1","mc3",0.0916457772796679
"ec3","tpe12",0.0916407390743224
"vc4","hhp1",0.0916404164064181
"ramnt.12","ic1",0.0916394375052809
"hphone.d","hur2",0.0916387898464514
"ic3","ethc3",0.0916384662898945
"numprom","hhage3",0.0916329370862115
"lsc4","hhage3",0.0916306320151305
"hc10","pop90c5",0.0916304880936439
"lfc9","hupa3",0.0916223492422735
"hv3","dw5",0.0916209478080899
"lastdate","ramnt.13",0.0916194177195127
"eic2","ic15",0.0916103634633398
"afc2","chil3",0.091605209802668
"fistdate","ethc3",0.0915952972919697
"voc2","pop90c1",0.0915903046180027
"eic7","eic1",0.0915898042728264
"lfc4","hupa7",0.0915886116520508
"tpe6","hu1",0.0915822201313364
"age905","eth16",0.091581314584794
"oedc1","occ4",0.0915751200298533
"vc4","ec6",0.0915743581829679
"tpe8","age904",0.0915706947684603
"hhn6","eth8",0.0915675417251353
"anc14","hhd8",0.0915645349432645
"afc6","ic7",0.0915635732361324
"hc8","malevet",0.0915581209147866
"anc5","ic7",0.0915540275548339
"hc10","oedc5",0.0915500616336179
"anc9","oedc6",0.091549192506689
"hhp2","age903",0.0915449004574812
"eic1","eth8",0.0915401009552841
"lfc8","ic1",0.0915249568985351
"voc1","tpe5",0.0915241404649138
"anc14","hvp5",0.0915200817603029
"ec5","ethc5",0.0915183449961059
"lsc3","tpe7",0.091515363496268
"rdate.17","rdate.13",0.0915111526834282
"occ4","mc2",0.0915104434883014
"eic14","wealth2",0.0915042899386828
"hc5","sec4",0.0915017493504937
"ramnt.17","ic1",0.0914993809652998
"hupa6","localgov",0.0914979651505743
"hc18","hhas3",0.0914961105442716
"ramnt.24","hvp1",0.0914901300150116
"hhage1","localgov",0.0914856133356228
"ic8","hhd9",0.0914821711952842
"adi","hhn2",0.091481891089369
"lastgift","income",0.0914754419264943
"oedc7","chilc4",0.0914732446931887
"ec6","eth7",0.0914688769673461
"rhp2","eth3",0.0914652747432688
"hc7","pop903",0.0914581772140503
"hvp6","agec3",0.0914558353116409
"afc3","hhn3",0.0914544743468561
"tpe9","ic21",0.0914538810742053
"magmale","magfem",0.0914340209642014
"marr2","hhn2",0.0914258473241698
"eic3","hvp6",0.0914218855098784
"controln","sec5",0.0914121589480676
"ic14","hhd10",0.0914119193068025
"occ4","lfc7",0.0914050029130851
"hur1","eth14",0.091397621777044
"hc16","afc5",0.0913954165816964
"lfc3","hupa1",0.091393180733899
"occ10","tpe13",0.091388795239608
"hc19","wealth1",0.0913801695973814
"voc2","malevet",0.0913577602022972
"eth10","malevet",0.0913541599261084
"voc1","hvp1",0.0913513862098468
"lfc2","ic14",0.091349135026764
"ramnt.3","mhuc1",0.0913489169427584
"ic11","hu5",0.0913393838794476
"chil1","malevet",0.0913298451939206
"anc3","hhn5",0.091328016246221
"sec3","hupa7",0.0913107232818202
"anc8","ethc1",0.091303663695685
"adate.11","adate.8",0.0912920857299809
"hc21","hc13",0.0912889207562845
"occ10","hu5",0.0912863279807456
"hc5","pop903",0.0912746012982791
"hc3","hupa1",0.0912739546253562
"ic4","eth9",0.0912715632516553
"eic13","rp4",0.0912587214442818
"adi","hu5",0.0912526597042086
"anc14","eth13",0.0912511613620432
"anc5","ec2",0.0912499094041837
"lfc2","dw9",0.0912433555794828
"hc20","anc8",0.0912389853444685
"fistdate","ramnt.12",0.091231754048923
"rdate.17","adate.8",0.0912295185799591
"age905","eth11",0.0912276789785603
"mc3","ic2",0.0912253207163048
"rdate.3","hhn3",0.0912250983180838
"rp1","dw4",0.0912226203555473
"rp1","marr2",0.0912208561602884
"ethc2","age",0.0912199114204425
"ic16","hu3",0.091218057805542
"ramnt.3","ic7",0.0912167785253643
"ec7","eth3",0.0912130378531224
"cardprom","hhage3",0.091212556854952
"vc2","hhage1",0.091208119239258
"dma","eth15",0.0912045097187042
"rhp4","dw5",0.0911954817129829
